Sub,Age,Gender,Sub_List,1_F_001,1_M_001,3_F_001,3_M_001,1_F_002,1_M_002,3_F_002,3_M_002,1_F_003,1_M_003,3_F_003,3_M_003,1_F_004,1_M_004,3_F_004,3_M_004,1_F_005,1_M_005,3_F_005,3_M_005,1_F_006,1_M_006,3_F_006,3_M_006,1_F_007,1_M_007,3_F_007,3_M_007,1_F_008,1_M_008,3_F_008,3_M_008,1_F_009,1_M_009,3_F_009,3_M_009,1_F_010,1_M_010,3_F_010,3_M_010,1_F_011,1_M_011,3_F_011,3_M_011,1_F_012,1_M_012,3_F_012,3_M_012,1_F_013,1_M_013,3_F_013,3_M_013,1_F_014,1_M_014,3_F_014,3_M_014,1_F_015,1_M_015,3_F_015,3_M_015,1_F_016,1_M_016,3_F_016,3_M_016,1_F_017,1_M_017,3_F_017,3_M_017,1_F_018,1_M_018,3_F_018,3_M_018,1_F_019,1_M_019,3_F_019,3_M_019,1_F_020,1_M_020,3_F_020,3_M_020,1_F_021,1_M_021,3_F_021,3_M_021,1_F_022,1_M_022,3_F_022,3_M_022,1_F_023,1_M_023,3_F_023,3_M_023,1_F_024,1_M_024,3_F_024,3_M_024,1_F_025,1_M_025,3_F_025,3_M_025,1_F_026,1_M_026,3_F_026,3_M_026,1_F_027,1_M_027,3_F_027,3_M_027,1_F_028,1_M_028,3_F_028,3_M_028,1_F_029,1_M_029,3_F_029,3_M_029,1_F_030,1_M_030,3_F_030,3_M_030,1_F_031,1_M_031,3_F_031,3_M_031,1_F_032,1_M_032,3_F_032,3_M_032,1_F_033,1_M_033,3_F_033,3_M_033,1_F_034,1_M_034,3_F_034,3_M_034,1_F_035,1_M_035,3_F_035,3_M_035,1_F_036,1_M_036,3_F_036,3_M_036,1_F_037,1_M_037,3_F_037,3_M_037,1_F_038,1_M_038,3_F_038,3_M_038,1_F_039,1_M_039,3_F_039,3_M_039,1_F_040,1_M_040,3_F_040,3_M_040,1_F_041,1_M_041,3_F_041,3_M_041,1_F_042,1_M_042,3_F_042,3_M_042,1_F_043,1_M_043,3_F_043,3_M_043,1_F_044,1_M_044,3_F_044,3_M_044,1_F_045,1_M_045,3_F_045,3_M_045,1_F_046,1_M_046,3_F_046,3_M_046,1_F_047,1_M_047,3_F_047,3_M_047,1_F_048,1_M_048,3_F_048,3_M_048,1_F_049,1_M_049,3_F_049,3_M_049,1_F_050,1_M_050,3_F_050,3_M_050,1_F_051,1_M_051,3_F_051,3_M_051,1_F_052,1_M_052,3_F_052,3_M_052,1_F_053,1_M_053,3_F_053,3_M_053,1_F_054,1_M_054,3_F_054,3_M_054,1_F_055,1_M_055,3_F_055,3_M_055,1_F_056,1_M_056,3_F_056,3_M_056,1_F_057,1_M_057,3_F_057,3_M_057,1_F_058,1_M_058,3_F_058,3_M_058,1_F_059,1_M_059,3_F_059,3_M_059,1_F_060,1_M_060,3_F_060,3_M_060,1_F_061,1_M_061,3_F_061,3_M_061,1_F_062,1_M_062,3_F_062,3_M_062,1_F_063,1_M_063,3_F_063,3_M_063,1_F_064,1_M_064,3_F_064,3_M_064,1_F_065,1_M_065,3_F_065,3_M_065,1_F_066,1_M_066,3_F_066,3_M_066,1_F_067,1_M_067,3_F_067,3_M_067,1_F_068,1_M_068,3_F_068,3_M_068,1_F_069,1_M_069,3_F_069,3_M_069,1_F_070,1_M_070,3_F_070,3_M_070,1_F_071,1_M_071,3_F_071,3_M_071,1_F_072,1_M_072,3_F_072,3_M_072,1_F_073,1_M_073,3_F_073,3_M_073,1_F_074,1_M_074,3_F_074,3_M_074,1_F_075,1_M_075,3_F_075,3_M_075,1_F_076,1_M_076,3_F_076,3_M_076,1_F_077,1_M_077,3_F_077,3_M_077,1_F_078,1_M_078,3_F_078,3_M_078,1_F_079,1_M_079,3_F_079,3_M_079,1_F_080,1_M_080,3_F_080,3_M_080,1_F_081,1_M_081,3_F_081,3_M_081,1_F_082,1_M_082,3_F_082,3_M_082,1_F_083,1_M_083,3_F_083,3_M_083,1_F_084,1_M_084,3_F_084,3_M_084,1_F_085,1_M_085,3_F_085,3_M_085,1_F_086,1_M_086,3_F_086,3_M_086,1_F_087,1_M_087,3_F_087,3_M_087,1_F_088,1_M_088,3_F_088,3_M_088,1_F_089,1_M_089,3_F_089,3_M_089,1_F_090,1_M_090,3_F_090,3_M_090
F_146,27,F,D,3,,,,,,2,,,,,4,,,4,,,,5,,,,4,,,3,,,,2,,,,,,3,,1,,,,1,,,1,,,,,,,2,4,,,,1,,,,,1,,,,,,2,,,,3,,,,1,,,,3,,,3,,,2,,,,,3,,,3,,,,,3,,,,,1,3,,,,2,,,,,3,,,,,3,,,,,1,,1,,,,1,,,,1,,,,,1,,,1,,,,1,,,1,,,,,,1,,1,,,,,,,1,1,,,,,,1,,1,,,,,,1,,,1,,,,,1,,,,1,,1,,,,1,,,,,,,1,1,,,,,,,1,,1,,,1,,,,,,,1,1,,,,,1,,,,,1,,,,,1,,,1,,,1,,,,,1,,,1,,,,,1,,4,,,,,1,,,1,,,,,,1,,,,,1,1,,,,,,1,,,1,,,,,2,,,1,,,,1,,,,1,,,,,,1,,,4,,1,,,,,,2,,,,,1,,1,,,,,,1,3,,,,,,,1,,,,1,,,2,,4,,,,,2,,
M_147,19,M,B,,,9,,1,,,,,8,,,9,,,,4,,,,9,,,,,,,2,,,,8,,8,,,,,,6,,,,3,,,7,,,2,,,,,3,,,,1,,,,,1,,6,,,,6,,,,7,,,,2,,,2,,,,,,,1,9,,,,,,,7,5,,,,,4,,,,,9,,,,1,,,,,6,3,,,,,1,,,,,,2,,,,2,,,,1,1,,,,,,,2,,,,1,,,5,,1,,,,,,1,,,1,,,,,1,,1,,,,,,2,,1,,,,,,,3,1,,,,1,,,,,,2,,,,9,,,4,,,,,2,,,2,,,,,,1,,,8,,,1,,,,,1,,,,,1,7,,,,,4,,,9,,,,,,,4,1,,,,,,,2,6,,,,,,5,,,,,1,,,5,,3,,,,,4,,,,,5,,6,,,,,,,4,3,,,,,,,9,,,,3,,,,1,,2,,,1,,,,,,7,,4,,,,,3,,,,,,8,,1,,,,,6,,,2,,,,2,,,4,,,,,,1,,,,,8
M_148,30,M,C,,4,,,,,,4,4,,,,,,,7,,,,2,,,,5,,,4,,,,6,,2,,,,,,2,,,,2,,,3,,,1,,,,,2,,,,3,,,,,2,,2,,,,3,,,,2,,,,2,,,,,,,2,,,2,,,,,3,,,2,,,,,2,3,,,,,6,,,,3,,,,,3,,,,,2,1,,,,,,1,,,,1,,,,1,,,,,1,,,1,,,,1,,,1,,,,,,1,,1,,,1,,,,,1,,,,,,1,,2,,,,,,1,,,1,,,,,1,,,,1,,1,,,,2,,,1,,,,,1,,,1,,,,,,1,,,1,,,1,,,,,1,,,,,1,,,,,1,2,,,,,,,3,,,3,,,,,1,,,3,,,,,2,,1,,,,,1,,,2,,,,,,1,1,,,,,2,,,,,,2,,,2,,,,,1,,,1,,,,2,,,,2,,1,,,,,,,1,,2,,,,,,1,1,,,,,,2,,2,,,,,2,,,1,,,,1,,,,,,,1,,1,,,,,2,
M_149,30,M,A,,,,2,,3,,,,,4,,,4,,,,5,,,,7,,,6,,,,7,,,,,,5,,5,,,,1,,,,,,,5,,,1,,,,,5,,,,2,1,,,,,,2,,,,6,,,,6,,,,3,,,3,,,3,,,,,3,,,3,,,,,2,,,,,1,,,,,4,,,,2,3,,,,,2,,,,,1,,1,,,,1,,,,1,,,,,1,,,1,,,,1,,,,,,,1,,1,,,,,,1,,,1,,,,,1,,1,,,,,,1,,1,,,1,,,,,1,,,,1,,,,,,1,,,,1,,,1,,,,,1,,,1,,1,,,,,,,1,,,1,,,,,1,1,,,,,1,,,,,1,,,2,,,1,,,,,2,,,5,,,,,3,,,,,,2,2,,,,,,,5,,5,,,,,4,,,,,7,,4,,,4,,,,,6,,,6,,,,5,,,,2,,,,,,4,,,5,,,,,,5,,1,,,,,5,,6,,,,,,4,,,,,7,,,2,,,,1,,,2,,,,,,4,3,,,
F_150,24,F,C,,4,,,,,,3,4,,,,,,,3,,,,4,,,,5,,,5,,,,3,,3,,,,,,3,,,,3,,,4,,,1,,,,,4,,,,3,,,,,4,,2,,,,3,,,,3,,,,3,,,,,,,2,,,3,,,,,6,,,3,,,,,4,2,,,,,4,,,,3,,,,,1,,,,,6,1,,,,,,1,,,,1,,,,1,,,,,1,,,2,,,,1,,,1,,,,,,1,,2,,,1,,,,,2,,,,,,1,,1,,,,,,1,,,1,,,,,1,,,,1,,1,,,,1,,,1,,,,,1,,,1,,,,,,2,,,1,,,1,,,,,3,,,,,1,,,,,1,2,,,,,,,2,,,7,,,,,1,,,3,,,,,4,,2,,,,,2,,,2,,,,,,2,3,,,,,1,,,,,,1,,,1,,,,,2,,,4,,,,4,,,,3,,2,,,,,,,1,,5,,,,,,1,1,,,,,,2,,4,,,,,3,,,1,,,,1,,,,,,,1,,3,,,,,4,
M_151,20,M,D,6,,,,,,6,,,,,7,,,9,,,,1,,,,5,,,6,,,,8,,,,,,6,,8,,,,1,,,6,,,,,,,7,9,,,,8,,,,,7,,,,,,9,,,,8,,,,9,,,,1,,,7,,,1,,,,,9,,,5,,,,,6,,,,,5,8,,,,9,,,,,8,,,,,5,,,,,7,,6,,,,8,,,,6,,,,,8,,,7,,,,9,,,6,,,,,,8,,7,,,,,,,1,7,,,,,,1,,7,,,,,,7,,,7,,,,,5,,,,6,,8,,,,7,,,,,,,8,6,,,,,,,7,,7,,,2,,,,,,,6,8,,,,,6,,,,,3,,,,,8,,,8,,,7,,,,,4,,,8,,,,,4,,9,,,,,6,,,1,,,,,,3,,,,,7,5,,,,,,8,,,5,,,,,4,,,9,,,,9,,,,2,,,,,,8,,,7,,5,,,,,,9,,,,,9,,8,,,,,,4,5,,,,,,,6,,,,9,,,6,,7,,,,,9,,
F_152,19,F,A,,,,4,,5,,,,,9,,,2,,,,2,,,,8,,,3,,,,7,,,,,,2,,3,,,,4,,,,,,,4,,,4,,,,,4,,,,4,3,,,,,,6,,,,4,,,,2,,,,4,,,7,,,5,,,,,5,,,5,,,,,2,,,,,3,,,,,8,,,,4,8,,,,,8,,,,,6,,3,,,,2,,,,1,,,,,3,,,3,,,,1,,,,,,,4,,1,,,,,,2,,,3,,,,,1,,2,,,,,,5,,2,,,4,,,,,2,,,,5,,,,,,2,,,,1,,,2,,,,,1,,,2,,8,,,,,,,1,,,3,,,,,4,2,,,,,2,,,,,1,,,7,,,7,,,,,4,,,6,,,,,8,,,,,,7,4,,,,,,,3,,2,,,,,4,,,,,4,,3,,,8,,,,,4,,,1,,,,4,,,,7,,,,,,1,,,8,,,,,,5,,3,,,,,2,,4,,,,,,4,,,,,7,,,2,,,,4,,,9,,,,,,2,8,,,
M_153,30,M,A,,,,4,,8,,,,,7,,,6,,,,8,,,,9,,,7,,,,7,,,,,,9,,7,,,,5,,,,,,,2,,,7,,,,,6,,,,6,5,,,,,,4,,,,8,,,,7,,,,5,,,6,,,2,,,,,8,,,8,,,,,6,,,,,7,,,,,7,,,,7,5,,,,,1,,,,,6,,2,,,,2,,,,4,,,,,7,,,6,,,,5,,,,,,,4,,3,,,,,,2,,,5,,,,,1,,5,,,,,,2,,7,,,4,,,,,4,,,,1,,,,,,6,,,,1,,,2,,,,,3,,,6,,2,,,,,,,1,,,2,,,,,2,3,,,,,3,,,,,6,,,4,,,3,,,,,3,,,4,,,,,4,,,,,,2,7,,,,,,,5,,2,,,,,6,,,,,7,,6,,,2,,,,,4,,,9,,,,2,,,,4,,,,,,3,,,6,,,,,,7,,6,,,,,4,,6,,,,,,1,,,,,8,,,5,,,,5,,,3,,,,,,3,7,,,
F_154,19,F,B,,,9,,9,,,,,9,,,9,,,,3,,,,8,,,,,,,9,,,,9,,9,,,,,,9,,,,1,,,9,,,8,,,,,9,,,,9,,,,,9,,9,,,,7,,,,9,,,,7,,,5,,,,,,,9,9,,,,,,,9,9,,,,,3,,,,,8,,,,7,,,,,5,9,,,,,2,,,,,,5,,,,3,,,,3,1,,,,,,,1,,,,5,,,1,,2,,,,,,5,,,7,,,,,3,,1,,,,,,1,,7,,,,,,,1,7,,,,9,,,,,,1,,,,1,,,3,,,,,2,,,2,,,,,,9,,,3,,,1,,,,,7,,,,,3,5,,,,,2,,,8,,,,,,,8,3,,,,,,,9,9,,,,,,5,,,,,9,,,9,,9,,,,,7,,,,,4,,7,,,,,,,7,7,,,,,,,9,,,,9,,,,9,,9,,,9,,,,,,9,,6,,,,,9,,,,,,1,,8,,,,,9,,,9,,,,9,,,3,,,,,,7,,,,,7
M_155,21,M,A,,,,7,,9,,,,,2,,,3,,,,6,,,,8,,,7,,,,5,,,,,,2,,4,,,,6,,,,,,,4,,,4,,,,,8,,,,4,4,,,,,,6,,,,4,,,,5,,,,5,,,3,,,7,,,,,5,,,7,,,,,1,,,,,2,,,,,5,,,,2,7,,,,,4,,,,,2,,3,,,,2,,,,1,,,,,5,,,1,,,,1,,,,,,,1,,1,,,,,,1,,,1,,,,,1,,1,,,,,,1,,2,,,1,,,,,2,,,,2,,,,,,2,,,,1,,,2,,,,,2,,,1,,1,,,,,,,1,,,5,,,,,3,2,,,,,3,,,,,4,,,5,,,3,,,,,3,,,5,,,,,4,,,,,,6,2,,,,,,,5,,4,,,,,4,,,,,4,,7,,,3,,,,,4,,,5,,,,2,,,,4,,,,,,4,,,4,,,,,,6,,4,,,,,2,,4,,,,,,5,,,,,4,,,2,,,,2,,,3,,,,,,6,6,,,
F_156,20,F,A,,,,9,,6,,,,,4,,,8,,,,6,,,,6,,,8,,,,4,,,,,,5,,6,,,,1,,,,,,,7,,,1,,,,,3,,,,5,4,,,,,,2,,,,2,,,,8,,,,5,,,5,,,8,,,,,8,,,9,,,,,7,,,,,4,,,,,8,,,,5,9,,,,,7,,,,,1,,1,,,,4,,,,1,,,,,1,,,1,,,,6,,,,,,,1,,3,,,,,,1,,,1,,,,,1,,1,,,,,,2,,1,,,1,,,,,1,,,,1,,,,,,1,,,,1,,,1,,,,,1,,,1,,1,,,,,,,1,,,1,,,,,1,1,,,,,2,,,,,1,,,1,,,4,,,,,1,,,1,,,,,2,,,,,,1,1,,,,,,,1,,1,,,,,1,,,,,5,,1,,,2,,,,,1,,,9,,,,2,,,,1,,,,,,1,,,3,,,,,,4,,2,,,,,5,,5,,,,,,2,,,,,3,,,1,,,,6,,,1,,,,,,1,8,,,
M_157,19,M,B,,,7,,2,,,,,6,,,1,,,,5,,,,7,,,,,,,9,,,,5,,4,,,,,,4,,,,4,,,1,,,2,,,,,7,,,,6,,,,,8,,5,,,,7,,,,7,,,,5,,,2,,,,,,,6,4,,,,,,,3,4,,,,,2,,,,,4,,,,7,,,,,6,7,,,,,1,,,,,,1,,,,1,,,,4,8,,,,,,,2,,,,5,,,1,,2,,,,,,6,,,2,,,,,2,,1,,,,,,6,,3,,,,,,,3,1,,,,1,,,,,,1,,,,1,,,1,,,,,4,,,3,,,,,,2,,,7,,,1,,,,,2,,,,,2,1,,,,,2,,,6,,,,,,,3,1,,,,,,,2,5,,,,,,2,,,,,1,,,6,,4,,,,,3,,,,,1,,7,,,,,,,2,7,,,,,,,2,,,,3,,,,5,,1,,,4,,,,,,4,,2,,,,,4,,,,,,2,,2,,,,,5,,,5,,,,2,,,2,,,,,,4,,,,,6
F_158,19,F,A,,,,9,,8,,,,,8,,,8,,,,7,,,,9,,,9,,,,9,,,,,,6,,8,,,,6,,,,,,,6,,,4,,,,,9,,,,8,7,,,,,,9,,,,8,,,,7,,,,9,,,8,,,8,,,,,9,,,5,,,,,7,,,,,5,,,,,9,,,,9,9,,,,,9,,,,,4,,5,,,,3,,,,3,,,,,5,,,1,,,,3,,,,,,,5,,4,,,,,,6,,,4,,,,,2,,2,,,,,,1,,3,,,4,,,,,3,,,,1,,,,,,3,,,,1,,,3,,,,,2,,,3,,1,,,,,,,4,,,2,,,,,8,2,,,,,1,,,,,3,,,7,,,6,,,,,2,,,7,,,,,5,,,,,,7,8,,,,,,,4,,2,,,,,5,,,,,6,,5,,,6,,,,,6,,,7,,,,8,,,,5,,,,,,4,,,3,,,,,,4,,5,,,,,8,,5,,,,,,5,,,,,6,,,8,,,,5,,,4,,,,,,4,7,,,
F_159,24,F,B,,,2,,4,,,,,7,,,4,,,,2,,,,5,,,,,,,4,,,,4,,3,,,,,,4,,,,1,,,4,,,1,,,,,7,,,,4,,,,,1,,8,,,,1,,,,3,,,,1,,,2,,,,,,,5,7,,,,,,,2,2,,,,,6,,,,,3,,,,5,,,,,6,7,,,,,3,,,,,,4,,,,1,,,,1,4,,,,,,,1,,,,3,,,6,,1,,,,,,1,,,5,,,,,1,,1,,,,,,6,,6,,,,,,,1,1,,,,1,,,,,,1,,,,4,,,5,,,,,1,,,2,,,,,,2,,,1,,,1,,,,,3,,,,,1,1,,,,,6,,,2,,,,,,,5,1,,,,,,,6,6,,,,,,7,,,,,2,,,8,,3,,,,,2,,,,,4,,5,,,,,,,3,6,,,,,,,3,,,,3,,,,5,,4,,,3,,,,,,6,,2,,,,,3,,,,,,7,,6,,,,,6,,,3,,,,2,,,1,,,,,,1,,,,,3
F_160,19,F,B,,,9,,8,,,,,8,,,9,,,,6,,,,9,,,,,,,8,,,,7,,9,,,,,,6,,,,9,,,8,,,6,,,,,9,,,,9,,,,,8,,9,,,,3,,,,4,,,,6,,,6,,,,,,,1,9,,,,,,,9,6,,,,,6,,,,,9,,,,9,,,,,5,8,,,,,3,,,,,,1,,,,1,,,,1,1,,,,,,,1,,,,1,,,2,,1,,,,,,1,,,1,,,,,1,,1,,,,,,1,,5,,,,,,,6,1,,,,1,,,,,,4,,,,1,,,6,,,,,1,,,1,,,,,,1,,,1,,,1,,,,,3,,,,,1,1,,,,,1,,,4,,,,,,,7,2,,,,,,,8,1,,,,,,8,,,,,2,,,3,,3,,,,,4,,,,,6,,8,,,,,,,3,2,,,,,,,7,,,,5,,,,5,,4,,,4,,,,,,4,,2,,,,,4,,,,,,7,,2,,,,,8,,,1,,,,9,,,3,,,,,,1,,,,,9
F_161,20,F,C,,8,,,,,,9,7,,,,,,,9,,,,9,,,,8,,,9,,,,8,,9,,,,,,3,,,,7,,,9,,,6,,,,,8,,,,9,,,,,9,,9,,,,5,,,,9,,,,9,,,,,,,8,,,7,,,,,9,,,8,,,,,9,1,,,,,9,,,,9,,,,,2,,,,,7,6,,,,,,3,,,,1,,,,7,,,,,9,,,6,,,,1,,,1,,,,,,1,,3,,,1,,,,,7,,,,,,1,,1,,,,,,1,,,1,,,,,1,,,,1,,1,,,,1,,,9,,,,,1,,,1,,,,,,1,,,1,,,1,,,,,1,,,,,1,,,,,1,4,,,,,,,5,,,6,,,,,3,,,4,,,,,8,,3,,,,,6,,,7,,,,,,6,1,,,,,5,,,,,,3,,,7,,,,,9,,,8,,,,8,,,,4,,2,,,,,,,7,,7,,,,,,5,1,,,,,,1,,6,,,,,1,,,3,,,,6,,,,,,,6,,3,,,,,9,
M_162,30,M,D,9,,,,,,9,,,,,8,,,8,,,,8,,,,9,,,9,,,,9,,,,,,9,,6,,,,7,,,9,,,,,,,7,4,,,,5,,,,,1,,,,,,8,,,,7,,,,1,,,,9,,,6,,,7,,,,,9,,,6,,,,,8,,,,,8,8,,,,7,,,,,5,,,,,2,,,,,3,,6,,,,1,,,,5,,,,,6,,,8,,,,1,,,3,,,,,,5,,6,,,,,,,5,7,,,,,,4,,1,,,,,,2,,,7,,,,,1,,,,6,,1,,,,1,,,,,,,7,7,,,,,,,5,,7,,,6,,,,,,,2,2,,,,,4,,,,,4,,,,,5,,,8,,,4,,,,,2,,,2,,,,,7,,4,,,,,6,,,4,,,,,,5,,,,,8,4,,,,,,7,,,7,,,,,6,,,7,,,,5,,,,7,,,,,,5,,,4,,5,,,,,,5,,,,,7,,3,,,,,,5,7,,,,,,,4,,,,5,,,4,,4,,,,,5,,
F_163,23,F,C,,5,,,,,,5,7,,,,,,,5,,,,6,,,,8,,,7,,,,6,,3,,,,,,1,,,,2,,,4,,,3,,,,,4,,,,5,,,,,5,,3,,,,4,,,,2,,,,3,,,,,,,2,,,2,,,,,1,,,7,,,,,7,2,,,,,6,,,,6,,,,,5,,,,,5,1,,,,,,1,,,,1,,,,1,,,,,1,,,1,,,,1,,,1,,,,,,1,,1,,,1,,,,,1,,,,,,1,,1,,,,,,1,,,1,,,,,1,,,,1,,1,,,,1,,,1,,,,,1,,,1,,,,,,1,,,1,,,1,,,,,1,,,,,1,,,,,1,1,,,,,,,1,,,1,,,,,1,,,1,,,,,1,,1,,,,,2,,,1,,,,,,1,1,,,,,1,,,,,,1,,,1,,,,,1,,,1,,,,1,,,,1,,1,,,,,,,1,,1,,,,,,1,1,,,,,,1,,1,,,,,1,,,1,,,,1,,,,,,,1,,1,,,,,1,
F_164,18,F,A,,,,9,,9,,,,,8,,,8,,,,9,,,,8,,,9,,,,7,,,,,,9,,9,,,,7,,,,,,,8,,,9,,,,,9,,,,2,9,,,,,,9,,,,9,,,,4,,,,9,,,7,,,9,,,,,9,,,9,,,,,5,,,,,5,,,,,9,,,,2,9,,,,,9,,,,,9,,7,,,,8,,,,3,,,,,5,,,1,,,,3,,,,,,,8,,7,,,,,,2,,,4,,,,,1,,1,,,,,,2,,8,,,7,,,,,1,,,,8,,,,,,1,,,,1,,,9,,,,,8,,,1,,2,,,,,,,7,,,8,,,,,9,1,,,,,8,,,,,3,,,8,,,9,,,,,9,,,8,,,,,6,,,,,,3,4,,,,,,,8,,9,,,,,2,,,,,1,,9,,,7,,,,,1,,,9,,,,9,,,,9,,,,,,2,,,5,,,,,,8,,8,,,,,9,,9,,,,,,1,,,,,8,,,6,,,,9,,,2,,,,,,9,8,,,
M_165,18,M,A,,,,1,,2,,,,,2,,,1,,,,5,,,,5,,,5,,,,3,,,,,,2,,8,,,,3,,,,,,,1,,,3,,,,,7,,,,2,2,,,,,,2,,,,1,,,,4,,,,2,,,2,,,2,,,,,3,,,3,,,,,3,,,,,5,,,,,7,,,,1,4,,,,,4,,,,,4,,3,,,,1,,,,4,,,,,2,,,3,,,,6,,,,,,,3,,4,,,,,,2,,,1,,,,,2,,3,,,,,,4,,2,,,1,,,,,3,,,,7,,,,,,5,,,,3,,,1,,,,,1,,,6,,3,,,,,,,1,,,3,,,,,4,2,,,,,3,,,,,4,,,4,,,3,,,,,1,,,1,,,,,2,,,,,,5,1,,,,,,,4,,4,,,,,5,,,,,3,,2,,,2,,,,,2,,,3,,,,4,,,,3,,,,,,3,,,1,,,,,,5,,3,,,,,4,,7,,,,,,4,,,,,6,,,3,,,,3,,,2,,,,,,4,2,,,
M_166,25,M,B,,,9,,6,,,,,9,,,9,,,,2,,,,9,,,,,,,8,,,,1,,9,,,,,,6,,,,9,,,8,,,6,,,,,7,,,,8,,,,,1,,7,,,,9,,,,9,,,,9,,,7,,,,,,,5,9,,,,,,,7,8,,,,,3,,,,,9,,,,7,,,,,8,9,,,,,3,,,,,,6,,,,2,,,,5,1,,,,,,,2,,,,3,,,1,,7,,,,,,4,,,3,,,,,1,,3,,,,,,2,,2,,,,,,,7,3,,,,4,,,,,,3,,,,1,,,6,,,,,6,,,3,,,,,,8,,,4,,,7,,,,,1,,,,,2,2,,,,,1,,,8,,,,,,,5,4,,,,,,,7,9,,,,,,1,,,,,2,,,8,,4,,,,,5,,,,,9,,8,,,,,,,2,9,,,,,,,8,,,,9,,,,8,,7,,,6,,,,,,6,,4,,,,,4,,,,,,9,,4,,,,,7,,,2,,,,9,,,7,,,,,,8,,,,,9
M_167,22,M,D,6,,,,,,5,,,,,5,,,6,,,,7,,,,7,,,5,,,,5,,,,,,3,,9,,,,2,,,8,,,,,,,7,8,,,,9,,,,,5,,,,,,7,,,,6,,,,9,,,,8,,,9,,,4,,,,,9,,,9,,,,,9,,,,,9,5,,,,4,,,,,9,,,,,4,,,,,8,,3,,,,7,,,,1,,,,,3,,,1,,,,2,,,1,,,,,,4,,5,,,,,,,4,1,,,,,,1,,2,,,,,,5,,,4,,,,,1,,,,1,,2,,,,6,,,,,,,3,1,,,,,,,1,,8,,,2,,,,,,,1,9,,,,,3,,,,,6,,,,,2,,,1,,,4,,,,,2,,,7,,,,,4,,8,,,,,7,,,7,,,,,,4,,,,,4,7,,,,,,9,,,4,,,,,2,,,9,,,,8,,,,1,,,,,,8,,,5,,2,,,,,,4,,,,,7,,9,,,,,,5,7,,,,,,,2,,,,6,,,9,,9,,,,,9,,
F_168,30,F,B,,,8,,9,,,,,9,,,9,,,,8,,,,7,,,,,,,7,,,,9,,8,,,,,,7,,,,5,,,5,,,8,,,,,8,,,,7,,,,,7,,8,,,,9,,,,7,,,,9,,,5,,,,,,,8,7,,,,,,,5,9,,,,,3,,,,,7,,,,7,,,,,9,8,,,,,4,,,,,,1,,,,2,,,,2,1,,,,,,,3,,,,1,,,4,,2,,,,,,2,,,3,,,,,1,,5,,,,,,4,,4,,,,,,,1,1,,,,1,,,,,,4,,,,2,,,3,,,,,2,,,3,,,,,,5,,,2,,,3,,,,,2,,,,,1,1,,,,,2,,,8,,,,,,,4,2,,,,,,,6,7,,,,,,6,,,,,1,,,8,,9,,,,,1,,,,,7,,8,,,,,,,1,8,,,,,,,9,,,,8,,,,7,,8,,,3,,,,,,8,,8,,,,,6,,,,,,5,,8,,,,,7,,,6,,,,3,,,5,,,,,,5,,,,,7
F_169,19,F,A,,,,9,,9,,,,,9,,,9,,,,9,,,,9,,,9,,,,9,,,,,,8,,9,,,,9,,,,,,,8,,,5,,,,,9,,,,8,9,,,,,,9,,,,6,,,,9,,,,4,,,5,,,9,,,,,8,,,8,,,,,9,,,,,9,,,,,4,,,,5,9,,,,,8,,,,,4,,3,,,,1,,,,1,,,,,5,,,1,,,,1,,,,,,,6,,1,,,,,,3,,,3,,,,,1,,1,,,,,,3,,1,,,1,,,,,5,,,,1,,,,,,1,,,,3,,,5,,,,,1,,,1,,5,,,,,,,7,,,4,,,,,6,1,,,,,3,,,,,2,,,9,,,9,,,,,3,,,8,,,,,8,,,,,,5,9,,,,,,,8,,6,,,,,7,,,,,8,,8,,,8,,,,,9,,,5,,,,3,,,,8,,,,,,8,,,5,,,,,,8,,9,,,,,4,,8,,,,,,8,,,,,7,,,8,,,,9,,,8,,,,,,8,9,,,
M_170,26,M,B,,,5,,1,,,,,8,,,1,,,,1,,,,1,,,,,,,7,,,,1,,1,,,,,,4,,,,1,,,7,,,3,,,,,1,,,,9,,,,,5,,1,,,,5,,,,6,,,,9,,,9,,,,,,,6,9,,,,,,,1,6,,,,,3,,,,,7,,,,1,,,,,9,6,,,,,1,,,,,,7,,,,9,,,,1,1,,,,,,,9,,,,1,,,1,,1,,,,,,1,,,3,,,,,6,,1,,,,,,9,,9,,,,,,,1,5,,,,3,,,,,,1,,,,5,,,1,,,,,9,,,1,,,,,,4,,,1,,,1,,,,,7,,,,,1,1,,,,,7,,,4,,,,,,,9,1,,,,,,,7,1,,,,,,5,,,,,6,,,1,,1,,,,,7,,,,,7,,3,,,,,,,1,6,,,,,,,7,,,,1,,,,1,,7,,,1,,,,,,3,,4,,,,,1,,,,,,7,,7,,,,,9,,,7,,,,1,,,4,,,,,,1,,,,,8
